Edad;Experiencia;Ingreso;Familia;credito;educacion;cuenta de ahorros;servicios online;tarjeta de credito
46;21;7,141428429;4;1900;3;0;0;0
54;29;4,795831523;1;1500;2;0;0;0
37;12;9,643650761;1;2800;1;0;1;0
65;39;4,472135955;3;700;2;0;0;1
49;25;6,633249581;4;900;2;0;1;0
35;11;13,89244399;2;6500;1;0;0;1
49;23;13,92838828;4;8300;2;0;0;1
56;31;9;2;3700;1;0;1;1
50;24;12,4498996;1;7300;1;0;1;1
29;5;10,58300524;2;4330;1;0;1;1
45;21;12,80624847;1;5000;1;0;0;1
25;1;12,24744871;1;6330;1;0;0;0
63;37;9,16515139;4;1900;2;0;1;0
38;13;10,90871211;1;3300;2;1;1;1
58;32;9,219544457;2;2000;1;0;1;1
41;16;7;3;500;3;0;1;0
56;31;7,348469228;4;2100;1;1;1;0
29;5;11,09053651;2;600;1;0;1;0
49;23;6,244997998;4;2600;1;0;0;0
23;-2;9,055385138;2;1800;2;1;0;1
30;5;3,741657387;4;1,22E+17;3;0;1;0
33;8;13,49073756;1;8600;1;1;0;0
44;18;8,426149773;2;800;3;0;1;0
58;33;11,74734012;2;3900;1;0;1;0
41;14;5,656854249;3;1000;2;1;0;1
47;21;7,280109889;1;1500;2;0;1;0
62;37;6,244997998;3;1500;1;0;1;0
26;0;8,426149773;4;1800;2;0;1;0
59;35;14,2126704;1;4700;1;0;0;0
58;33;7,810249676;2;2300;3;0;1;0
63;38;4,69041576;3;100;3;0;1;0
25;1;26353032,99;4;2600;1;0;1;0
58;32;10,67707825;2;2000;1;0;1;0
59;34;7,211102551;4;700;1;0;0;0
27;1;5;4;300;2;0;1;1
42;18;7,348469228;1;1800;1;0;1;0
59;35;10,39230485;4;3800;2;0;1;0
45;21;11,91637529;1;1400;2;0;1;0
57;31;5,477225575;2;700;2;0;0;0
52;26;5,291502622;2;700;2;0;1;1
42;18;6,480740698;2;1700;1;0;1;0
52;26;13,92838828;1;1700;1;1;1;0
57;33;12,76714533;1;7400;1;0;1;0
58;32;10,63014581;2;3800;2;0;1;1
40;16;5,830951895;1;700;1;0;1;1
52;28;7;4;1100;2;0;1;0
38;13;8,94427191;4;700;3;0;1;0
53;28;13,85640646;2;6400;3;0;0;0
43;18;10,19803903;3;1000;1;0;1;0
60;35;6,480740698;3;1500;1;0;0;1
42;18;10,72380529;1;300;1;0;0;0
44;19;6,92820323;3;800;3;0;0;1
37;12;13,22875656;2;7800;1;0;1;1
58;32;27026221,77;2;1400;1;0;0;1
45;20;8,366600265;4;1900;3;0;1;1
54;24;8,660254038;2;4500;3;0;0;0
42;16;6,164414003;3;900;3;0;0;0
54;30;11;2;1100;3;0;0;0
65;39;9,055385138;4;2400;3;0;1;0
48;24;4,898979486;4;200;1;0;1;0
52;22;7,615773106;4;2000;3;0;1;0
48;22;7,681145748;4;2600;1;0;1;1
56;31;8,602325267;3;1600;3;0;1;1
63;39;11,44552314;3;2600;3;0;1;0
60;34;8,062257748;3;2200;3;1;0;1
41;17;7,280109889;2;2500;1;0;1;0
41;15;7,280109889;1;700;3;1;1;0
33;3;8,426149773;4;1800;3;0;0;0
30;4;6,32455532;4;800;1;0;1;0
41;16;9,055385138;1;4000;3;0;1;0
59;35;5;2;300;1;1;1;0
62;37;4,358898944;3;1300;2;0;1;0
67;42;8,660254038;4;100;2;0;1;0
37;13;10,53565375;1;800;2;1;0;0
28;2;5,830951895;4;1,12E+17;3;0;0;0
30;6;6,92820323;1;2100;3;0;0;0
38;13;8,831760866;4;700;3;0;1;0
30;5;4,69041576;4;500;3;0;1;0
59;34;9,539392014;1;2600;1;0;1;1
40;15;6,557438524;2;1100;2;0;0;1
44;19;7,071067812;3;2700;2;0;1;0
50;24;9,746794345;1;300;1;0;1;0
33;8;12,04159458;1;2700;3;1;1;0
32;8;6,633249581;1;1800;2;0;1;0
58;32;9;3;1700;2;0;1;1
61;36;3,16227766;4;400;2;0;1;0
40;14;11,09053651;1;5200;1;0;1;0
40;15;9,219544457;2;400;1;0;0;0
31;5;8,062257748;4;2200;2;0;1;0
60;35;10,63014581;1;900;1;0;1;0
54;30;11,53256259;2;2600;3;0;0;0
27;3;11,18033989;2;600;1;0;0;0
26;1;13,78404875;4;1300;2;0;1;0
66;41;4,242640687;3;500;1;1;0;0
35;8;6,633249581;2;1670;2;1;0;1
53;29;4,472135955;4;200;1;0;1;0
47;23;9,433981132;1;2600;2;0;1;1
57;33;8,94427191;2;2800;1;0;1;1
66;42;6,244997998;1;1900;2;0;1;1
41;17;3,741657387;1;1000;1;0;0;0
33;6;8,831760866;4;2000;2;0;1;0
37;11;7,810249676;3;900;2;0;0;0
43;19;13,11487705;2;5,87E+17;1;0;1;0
56;32;8;4;1500;1;1;1;0
38;12;7,615773106;3;900;3;0;0;1
58;34;4,358898944;1;1200;3;0;0;0
64;40;11,09053651;1;3800;1;0;1;1
30;4;14,28285686;2;4500;1;0;1;0
58;33;8,366600265;4;700;1;0;0;0
59;34;8,94427191;3;500;1;0;1;1
56;32;5,291502622;1;1200;3;0;1;0
60;34;7,348469228;3;300;2;0;1;1
51;26;7,416198487;1;1300;2;0;0;1
53;28;5,830951895;2;600;3;0;1;1
29;4;9,110433579;4;2200;2;0;1;1
33;9;6,92820323;1;2100;3;0;0;1
52;28;7,211102551;4;100;3;0;0;0
31;5;6,244997998;4;1800;3;0;0;1
46;21;3,605551275;2;700;3;0;1;0
47;21;7;3;2200;2;0;0;0
49;24;8,246211251;1;200;2;0;0;0
49;22;10,14889157;3;2000;2;0;0;0
36;11;8,306623863;4;2100;3;0;1;1
58;32;8,544003745;2;2300;3;0;1;1
49;24;8,94427191;1;1200;1;0;1;0
42;16;5,656854249;3;500;2;0;0;1
36;12;6,164414003;1;1500;2;1;0;0
61;35;9,110433579;2;1700;3;0;1;0
54;30;8,660254038;2;3200;3;0;0;1
33;8;10,72380529;4;2900;2;0;1;0
374.829.667.187.779;15;7,280109889;1;1800;1;0;0;0
56;32;9,16515139;2;1600;1;0;1;0
32;6;9,949874371;2;1500;3;0;0;1
43;16;6,633249581;3;1000;2;0;1;0
29;3;7;1;1500;1;0;0;0
24;-3;5,291502622;4;1000;3;0;0;0
448.083.317.015.262;17;7,615773106;4;2670;1;0;1;1
30;6;6,92820323;1;1200;1;0;1;0
58;28;7,615773106;3;2000;3;0;1;0
28;3;13,89244399;3;4000;2;0;1;0
59;35;23091351,93;1;1800;3;0;1;0
42;17;9,219544457;1;3700;3;0;0;0
57;33;6,557438524;3;1500;1;0;0;1
31;7;9,949874371;1;4000;1;0;1;0
33;8;13,34166406;3;8500;1;1;1;0
42;17;7,810249676;3;500;3;0;1;0
39;13;5,567764363;2;800;3;0;0;0
43;19;9;2;3200;1;0;1;0
32;6;8,544003745;4;2200;2;0;0;0
29;4;7,681145748;4;2200;1;0;1;1
28;3;8,602325267;3;2600;3;0;0;0
42;18;7,348469228;4;2200;2;0;0;0
49;24;6,557438524;4;1900;3;1;1;0
54;28;6,92820323;1;200;1;0;1;0
41;16;8,246211251;3;3000;1;0;1;1
34;9;7,416198487;4;2000;2;0;0;1
50;26;3,464101615;1;200;1;0;0;0
28;3;7,416198487;4;2200;1;0;1;1
64;40;9,486832981;2;0;3;1;0;0
56;31;7,211102551;3;2000;2;0;1;1
38;14;6,557438524;2;1700;1;0;1;0
33;7;4,69041576;1;400;2;0;0;0
57;31;12,84523258;1;1600;2;0;1;0
32;6;7,141428429;4;200;1;0;0;1
35;11;9,055385138;2;1700;2;0;1;1
63;37;10,86278049;1;2000;1;0;0;0
27;0;6,32455532;4;1000;3;0;0;0
40;10;4,358898944;1;750;3;0;0;0
54;28;12,84523258;1;4100;3;0;1;1
37;12;13;2;5200;3;0;1;0
58;34;6,92820323;4;1300;2;0;1;1
35;9;10,44030651;3;4000;1;1;0;0
47;23;6,32455532;2;2100;3;0;1;0
29;5;4,242640687;1;400;3;0;1;1
58;34;8,062257748;4;2200;1;0;1;0
42;17;10,72380529;2;400;1;0;1;0
40;16;9,110433579;1;800;2;0;1;0
63;38;3,872983346;4;600;2;0;0;0
41;16;10,86278049;2;3300;1;0;1;0
53;28;6,92820323;2;1900;2;0;1;0
55;30;6,32455532;2;2300;3;0;1;0
29;5;9,110433579;3;1500;1;0;1;1
56;30;7,810249676;1;2200;3;0;1;1
63;38;12,36931688;1;1300;1;0;0;0
25;0;7,280109889;2;1,57E+16;3;0;1;1
29;5;8,366600265;4;0;1;0;1;1
57;33;7,874007874;3;2670;1;0;0;0
62;38;9,949874371;4;1700;2;1;1;0
61;35;4,795831523;3;300;3;0;1;0
56;31;7,810249676;4;1300;3;0;1;1
63;38;11,83215957;1;2500;1;0;0;0
42;16;7,874007874;3;900;3;0;1;0
34;10;9;4;3400;1;0;1;0
66;41;7,681145748;3;2400;1;0;0;0
53;27;10,72380529;2;500;3;1;0;0
36;12;6,32455532;2;600;3;0;1;1
30;4;13,92838828;2;4500;1;0;0;1
48;24;6,92820323;2;2100;3;0;1;0
35;9;6,557438524;4;1200;2;0;1;0
43;19;7,615773106;2;3200;1;0;1;0
50;25;6,480740698;3;1700;2;0;1;0
45;19;10,44030651;3;1100;1;1;0;0
31;5;9,055385138;4;2200;2;0;0;0
58;34;5;2;300;1;0;1;0
46;22;11,87434209;2;3300;1;0;1;1
49;25;12,20655562;2;400;1;0;1;0
29;5;9,591663047;2;600;1;0;1;0
30;5;6,480740698;1;1000;1;0;0;0
48;23;6,708203932;1;300;1;0;1;1
56;30;5,656854249;2;1,48E+17;3;0;1;0
37;12;13,41640786;1;8600;1;0;1;1
50;24;5,567764363;1;300;3;0;0;0
62;36;8,660254038;2;1700;3;0;0;0
62;37;21822316,59;3;900;3;0;1;0
47;22;13,78404875;2;8800;1;0;0;0
59;33;6,480740698;1;800;2;0;1;0
63;39;4,898979486;2;300;3;0;0;0
32;8;7,810249676;3;2600;2;0;0;0
45;19;11,3137085;4;6000;3;0;1;0
57;32;8,366600265;3;1600;3;0;0;0
51;25;7,874007874;2;1500;2;0;1;1
34;9;8,366600265;4;1300;1;0;0;0
548.094.545.555.795;28;6,244997998;3;1000;2;0;1;1
28;4;14,10673598;1;6330;1;0;0;0
62;36;12,56980509;2;3,32E+17;3;0;1;0
49;22;4,795831523;2;1000;2;0;1;1
34;8;13,7113092;1;2900;3;0;1;0
39;13;7,615773106;2;2400;2;0;1;0
64;38;22835512,6;2;1700;3;0;1;0
41;17;8,426149773;3;300;3;0;0;1
28;4;6,557438524;1;1000;3;0;0;0
32;8;11,91637529;4;6200;2;0;1;1
44;19;5,291502622;1;300;3;0;1;0
55;31;3,872983346;1;200;1;1;0;0
54;29;6,633249581;2;2300;3;0;1;0
39;14;11,3137085;2;3,87E+16;1;0;1;0
33;9;8,94427191;4;3400;1;0;1;1
50;26;4,69041576;4;500;2;0;1;0
35;10;10,24695077;1;4600;1;0;0;0
43;19;7,745966692;3;2100;3;0;1;0
58;33;4,242640687;3;100;2;0;1;0
59;33;4,242640687;2;200;3;0;0;0
31;6;9,110433579;4;2200;2;0;1;0
54;30;4,582575695;1;100;2;0;1;0
30;6;9,055385138;2;2500;1;0;0;0
32;7;9,110433579;1;2,34E+16;2;0;0;1
43;18;3,16227766;2;100;2;0;0;1
66;40;5,477225575;2;700;3;0;0;0
32;6;9,110433579;4;2200;2;0;0;0
40;15;4,358898944;4;200;3;1;1;0
37;13;13,96424004;2;6500;1;0;1;0
43;18;11,04536102;1;7000;1;0;1;1
57;31;10,67707825;4;5200;1;1;1;0
27;3;8,246211251;4;0;1;1;0;1
62;37;5,656854249;3;200;1;0;0;1
61;36;4,898979486;1;1500;2;0;0;0
60;35;5,744562647;2;500;2;0;1;0
47;23;4,69041576;1;1000;1;0;0;1
48;22;11,3137085;1;5700;1;0;0;0
59;33;7,071067812;2;2300;3;1;0;1
55;25;9,591663047;1;3000;3;0;0;1
65;40;10,67707825;4;3400;2;0;0;1
40;15;13,41640786;1;4100;1;0;0;0
63;37;11,83215957;2;6900;1;0;0;1
49;23;9,695359715;1;300;1;1;1;0
54;29;6,92820323;4;1800;3;0;1;0
33;9;4,242640687;4;400;2;0;1;0
28;3;7,348469228;4;600;2;0;1;0
60;35;20824658,5;1;300;3;0;1;0
67;41;10,58300524;1;2000;1;0;0;0
58;33;7,211102551;3;500;2;0;0;1
58;33;6,708203932;4;2100;1;0;1;1
37;11;13,92838828;2;0;1;0;0;0
58;32;4,358898944;4;700;3;0;0;0
36;11;13,56465997;2;5100;2;0;0;0
43;19;7,937253933;3;2100;3;0;0;0
31;7;10,39230485;1;4000;1;0;1;0
42;16;5,656854249;3;1500;1;0;1;0
44;20;8,246211251;1;800;3;0;0;0
25;1;11;1;5400;1;0;1;0
36;10;5,385164807;4;1000;1;0;1;1
56;32;10,14889157;3;4000;3;0;0;0
29;3;7;4;2100;3;1;0;0
51;25;6,708203932;4;1,58E+17;1;0;1;1
45;20;9,16515139;4;1100;2;0;1;0
63;37;8,94427191;2;1700;3;1;1;1
50;24;9,539392014;1;800;3;0;1;0
30;6;5,385164807;1;200;3;0;1;0
51;25;9,949874371;2;2400;2;0;0;0
31;5;6,557438524;1;1500;1;1;0;1
578.238.706.514.436;32;8,660254038;2;3700;1;0;1;0
50;23;5;1;500;2;0;1;0
58;31;7;4;2500;2;1;1;1
63;37;3,16227766;2;400;1;0;1;0
48;24;8,602325267;3;700;1;0;1;0
44;17;11,3137085;2;3250;2;0;0;1
63;37;12,20655562;2;200;3;0;1;0
52;28;12,04159458;2;6800;1;0;1;0
51;25;12,04159458;1;300;1;0;1;0
48;22;12,32882801;1;3500;3;0;1;0
32;6;23877981,45;2;1500;3;0;1;1
29;-1;8,426149773;2;1750;3;0;0;0
47;21;9846288,954;1;2400;1;0;0;0
56;31;3,31662479;2;200;3;1;0;0
52;27;9;4;3800;2;0;0;1
36;10;8,94427191;4;2200;2;0;1;1
51;26;11,5758369;4;4500;3;0;1;0
38;14;10,14889157;1;800;2;1;0;1
25;0;9,949874371;1;1900;1;0;0;0
36;10;13,11487705;4;1000;2;0;1;0
41;15;7,874007874;3;900;3;0;0;0
30;5;8,602325267;4;2200;1;0;0;1
56;31;8;2;2300;3;1;0;0
28;2;6,480740698;1;1500;1;1;1;1
57;32;7,211102551;3;500;2;0;1;0
36;12;13,7113092;2;6500;1;0;1;1
43;19;11,04536102;1;300;1;0;1;0
49;23;11,53256259;1;7300;1;0;1;1
342.154.706.462.655;7;9;2;3400;2;0;0;1
54;30;10;4;3400;3;0;0;0
44;20;5,477225575;4;300;1;0;0;1
51;26;8,366600265;1;2800;2;0;1;1
51;26;9,899494937;1;1300;3;0;1;1
40;14;13,37908816;2;0;1;0;0;0
33;7;5,291502622;4;800;1;0;1;0
59;35;9,38083152;2;1600;1;0;0;1
39;13;5;2;800;3;0;0;0
63;39;8;1;1800;3;0;1;1
48;22;3,741657387;2;100;3;0;1;0
60;34;3,872983346;1;800;2;0;1;0
42;18;10,48808848;2;6100;1;0;1;0
29;-1;7,071067812;2;1750;3;0;0;1
65;39;10,63014581;1;2000;1;0;1;1
60;34;8,062257748;4;1700;2;0;1;0
42;18;6,557438524;1;700;1;0;0;0
30;6;6,480740698;1;200;3;0;0;1
37;13;7;4;2000;3;0;0;0
30;4;10,48808848;1;2900;3;0;1;0
62;38;7,071067812;2;1100;1;0;0;1
50;25;29780233,54;1;600;1;0;0;0
26;0;12,24744871;2;7200;1;1;0;1
40;16;8,306623863;4;2400;1;0;1;0
51;25;13,78404875;2;4200;2;0;1;0
428.960.699.824.041;17;10,39230485;3;1000;1;0;1;0
32;6;9,643650761;3;1600;1;1;1;0
57;33;13,03840481;2;2100;2;0;0;0
32;5;6,403124237;2;1000;2;1;1;0
41;15;6,244997998;3;500;3;0;0;0
41;17;7;4;2200;2;0;0;0
47;21;9,055385138;3;2100;1;0;0;0
59;35;7,416198487;1;1800;3;0;0;0
37;12;11,3137085;2;3900;1;0;1;1
65;40;6,92820323;3;2400;1;0;0;1
59;35;8,831760866;2;2800;1;0;1;0
51;26;4,472135955;2;0;1;0;0;0
37;13;10,24695077;1;800;2;0;0;1
60;34;6,403124237;3;2200;3;0;0;1
34;9;8,660254038;1;2800;1;0;0;0
48;22;9,899494937;2;6300;1;0;0;0
60;35;6,244997998;2;1600;3;0;1;0
26;1;7,348469228;4;600;2;0;0;0
28;3;9,486832981;2;3300;1;1;1;1
51;27;4,898979486;3;400;1;0;1;1
32;6;3,605551275;4;300;1;0;1;1
61;37;3,605551275;2;300;3;0;1;0
41;17;9,643650761;4;800;1;0;0;0
48;22;12,04159458;1;300;1;0;1;0
46;22;12,36931688;2;7500;1;1;0;0
30;6;13,45362405;1;4300;1;0;1;0
54;30;6,708203932;4;1100;2;0;1;0
45;20;14,14213562;2;8800;1;0;1;1
46;20;6,32455532;1;1200;2;0;1;0
45;20;6,244997998;1;2400;1;0;0;1
40;16;9,433981132;3;3900;2;0;1;0
31;7;4,242640687;1;400;3;0;1;0
29;4;6,403124237;1;1000;1;0;0;0
38;14;6,244997998;1;2000;2;0;1;0
29;3;7,348469228;4;1800;3;0;0;0
26;2;9,219544457;2;2500;1;0;0;0
63;38;5,567764363;1;1100;3;0;1;0
42;18;9,433981132;4;800;1;0;0;0
64;40;6,403124237;4;1200;2;0;1;0
58;32;10,53565375;2;1400;1;0;1;0
29;5;9,219544457;3;2500;1;0;1;1
40;16;3,464101615;1;1000;1;0;0;0
46;21;9,055385138;4;400;1;0;0;0
61;36;13;2;6100;3;0;1;1
38;12;6,557438524;4;1200;2;0;0;1
38;14;6,92820323;1;1800;1;0;0;0
48;23;8,831760866;4;3600;3;0;1;0
400.466.417.219.443;17;4,582575695;3;1500;1;0;0;0
61;35;7,071067812;3;1400;3;1;1;0
56;31;8;4;900;1;0;1;0
59;34;9,16515139;3;1,84E+17;3;0;1;0
42;18;12,36931688;3;5600;1;0;0;0
60;35;6,633249581;4;2100;1;0;0;0
53;29;11,48912529;2;300;1;0;0;0
38;13;9,539392014;1;2800;1;0;1;1
62;37;7,071067812;3;2400;1;0;1;0
50;26;4,582575695;1;200;1;0;1;0
33;9;6,403124237;1;1500;2;0;1;1
34;9;5,656854249;4;1100;3;0;1;0
31;5;8,888194417;4;2200;2;0;0;0
65;39;12,64911064;4;3800;1;1;1;0
34;10;11,5758369;1;4000;1;0;0;0
30;5;9,110433579;4;1800;3;0;0;1
55;28;6,164414003;3;1000;2;0;1;0
37;12;13,49073756;3;5800;3;0;1;0
34;10;5,830951895;1;1700;1;0;0;0
55;25;9,746794345;2;4500;3;0;0;0
59;34;10,67707825;3;4200;2;0;1;0
35;8;6,164414003;4;1000;2;0;1;0
43;18;8,602325267;4;400;1;0;0;0
60;34;8;3;2200;3;0;0;0
57;32;8,306623863;4;700;1;0;0;0
48;22;6,480740698;1;1200;2;0;0;0
35;11;6,32455532;1;2400;2;0;1;0
31;1;8,602325267;4;4000;3;0;0;0
52;28;4,242640687;1;300;1;0;1;0
38;11;5,385164807;4;1000;2;0;1;0
60;34;5,385164807;2;300;1;0;1;0
38;14;9;1;3600;2;0;1;1
47;22;9,591663047;1;2800;2;0;1;0
55;29;8,485281374;3;300;2;0;0;0
31;7;11,61895004;4;3800;2;0;1;1
59;35;10,09950494;4;3000;2;0;1;0
26;2;13,11487705;2;6900;2;0;1;0
44;19;8,602325267;4;1900;3;0;0;0
43;19;6,708203932;3;600;2;0;0;0
48;23;6,92820323;1;300;1;0;0;0
26;2;13,07669683;3;6000;2;0;1;0
31;1;8,366600265;2;1750;3;0;1;1
59;35;9,746794345;1;3800;1;0;1;1
29;5;11,3137085;2;4100;2;0;1;0
635.139.646.754;41;12;1;2500;1;0;1;1
54;24;7,937253933;3;1400;3;0;1;1
53;23;6,244997998;3;1000;3;0;1;0
65;40;7,280109889;3;2200;1;0;0;1
32;7;6,480740698;3;2300;1;0;1;0
29;3;8,544003745;3;300;3;0;0;0
45;18;6,633249581;3;1000;2;0;0;0
55;31;26596387,51;2;300;1;0;0;0
46;22;11,5758369;2;3300;1;0;0;0
65;40;5,385164807;1;1500;2;0;0;0
58;31;13,34166406;2;6000;2;0;1;0
25;-1;6,92820323;3;300;3;0;0;1
55;31;7,937253933;3;2670;1;0;1;0
52;28;9;3;1800;2;0;0;0
51;24;8,831760866;1;2670;2;1;1;0
38;13;3,872983346;2;100;2;1;1;0
58;34;12,16552506;1;4700;1;0;1;0
26;0;3,741657387;4;400;1;0;1;0
35;11;12,64911064;4;5700;3;1;0;0
40;15;7,348469228;3;800;3;0;1;0
66;41;8,366600265;3;2200;1;0;0;0
63;37;3,872983346;2;400;1;0;0;0
55;31;8,544003745;4;1600;2;0;0;0
42;17;12,4498996;1;7000;1;1;0;1
37;11;11,78982612;2;800;2;0;1;0
28;2;6,403124237;3;1100;2;0;1;0
33;7;8,94427191;2;1500;3;0;1;1
52;28;8,485281374;1;1600;3;1;1;0
50;26;4,582575695;4;1000;1;0;1;0
32;5;7,937253933;4;2000;2;0;1;0
59;35;21073471,41;4;400;1;0;0;1
52;26;10,58300524;1;2400;1;0;1;1
39;15;7,810249676;2;600;3;0;0;0
36;9;22849258,29;2;1000;2;1;1;0
54;29;8,888194417;4;3800;2;0;1;0
37;13;10,72380529;1;800;2;0;1;1
34;9;8,062257748;4;1300;1;0;0;1
50.763.550.421.054;26;8,831760866;3;3000;2;0;0;1
62;36;5,477225575;3;700;2;0;1;0
41;15;8,94427191;1;5200;1;0;0;0
40;16;11,74734012;1;3500;1;0;1;0
49;19;13;3;5670;3;0;0;1
36;12;5,385164807;1;1330;1;0;1;0
58;28;11,04536102;1;3000;3;0;1;0
30;4;6,32455532;4;2100;3;0;1;1
40;16;7,071067812;2;1700;1;0;0;0
59;35;9,695359715;1;4300;1;0;1;0
54;29;8,485281374;2;3700;1;0;1;0
24;-2;12,24744871;2;2000;1;0;1;0
25;1;9,899494937;1;5400;1;0;1;0
44;20;11,04536102;1;300;1;0;1;0
28;1;5,830951895;4;1500;2;0;0;1
51;25;6,633249581;3;900;3;0;0;0
28;4;9,055385138;3;1500;1;0;1;0
60;35;11,3137085;1;900;1;0;1;0
57;33;8,94427191;4;1600;2;0;0;0
30;6;12673360,43;3;4900;1;0;1;0
57;32;7,745966692;3;1700;1;0;1;1
57;33;12,4498996;1;7400;1;0;1;0
49;24;9,055385138;1;2900;1;0;1;0
41;15;12,56980509;1;4700;2;0;0;1
56;32;11,35781669;1;7400;1;0;0;0
49;23;8,660254038;1;1500;2;0;0;1
39;13;7,211102551;3;500;3;0;0;1
39;15;7,874007874;3;2330;1;0;1;1
25;-1;9,055385138;4;2100;3;0;1;0
28;2;7,416198487;3;1100;2;0;0;0
43;19;5,656854249;4;300;1;0;0;0
37;12;8,485281374;4;700;3;0;0;0
30;5;8,306623863;1;800;2;0;1;0
50;24;21294376,98;4;1400;2;0;0;1
56;30;13,96424004;1;3,89E+17;1;0;0;0
58;33;11,74734012;2;3900;1;0;1;0
63;38;9,16515139;4;100;2;0;0;0
52;28;13,34166406;3;5400;3;0;1;0
57;33;6,708203932;3;1500;1;0;1;1
36;10;4,472135955;4;300;1;0;1;0
27;2;25893255,37;4;1700;2;0;1;0
48;24;7,348469228;1;1600;2;0;1;0
51;26;7,416198487;3;2000;2;0;1;0
27;0;6,32455532;1;2000;2;0;0;1
58;28;8,660254038;1;1400;3;0;1;0
319.178.398.812.526;5;4,582575695;3;1000;1;1;1;0
27;1;8,94427191;2;1600;3;0;1;1
32;7;7;3;2300;1;0;1;0
50;25;6,164414003;1;1400;3;0;1;0
42;17;9,899494937;2;400;1;0;1;1
63;37;4,582575695;2;400;1;0;1;0
38;14;9,591663047;2;0;1;0;1;1
49;23;8,831760866;2;2400;2;0;0;1
50;24;6,557438524;4;100;1;1;1;0
43;18;9,219544457;4;1900;3;0;1;1
29;3;5,567764363;4;300;2;0;1;0
63;37;10,24695077;4;1700;3;0;0;1
27;1;10,58300524;4;2100;3;0;0;1
52;27;12,72792206;1;8100;1;0;1;0
31;5;9,219544457;2;1300;1;0;1;1
52;26;12,68857754;4;4300;1;0;1;1
47;22;9;1;2900;1;0;0;1
33;9;6,633249581;1;1200;1;0;0;0
64;40;7,937253933;4;1200;2;0;0;1
32;6;5;3;1000;1;0;1;0
44;20;8,062257748;2;2500;1;0;1;0
27;2;11,35781669;2;3300;1;0;0;0
39;13;4,582575695;3;200;2;0;1;0
45;19;9,643650761;2;1700;2;0;0;0
41;15;6,164414003;2;700;1;0;1;0
61;36;9;3;1800;2;0;1;0
35;10;5,385164807;4;1100;3;0;1;0
39;9;5,656854249;3;2000;3;0;1;0
52;28;6,633249581;4;900;2;0;1;0
47;22;7,810249676;3;2700;2;0;1;1
57;32;4,898979486;2;200;3;0;1;0
56;32;2,828427125;2;300;1;0;1;1
49;25;4,898979486;3;400;1;0;1;0
29;3;12,16552506;3;4100;1;0;1;0
49;25;8,062257748;1;0;1;0;1;0
67;42;7,141428429;3;2200;1;0;1;1
55;29;7,280109889;1;1400;1;0;0;0
42;16;3,605551275;1;200;1;0;1;0
65;40;4,242640687;1;1500;2;0;1;0
32;7;7,810249676;3;2300;1;0;1;1
46;20;9,055385138;2;1700;2;0;1;1
48;23;6,557438524;3;1700;2;0;1;0
63;38;3;4;600;2;0;1;1
60;35;2,828427125;1;100;1;0;1;0
52;26;10,67707825;2;2400;2;0;0;0
49;24;6,92820323;1;1300;2;0;0;1
44;19;9,055385138;2;400;1;0;1;1
62;37;4,358898944;3;500;1;0;0;0
31;7;4,472135955;1;400;3;0;1;0
24;0;5,916079783;3;100;2;0;1;0
45;21;11,5758369;4;5500;2;0;1;1
36;11;6,633249581;2;1100;2;0;1;0
45;18;7,071067812;3;2500;2;0;1;0
48;23;5,916079783;4;400;2;0;0;0
37;11;5,830951895;3;200;2;0;0;0
55;29;6,244997998;1;200;1;0;0;1
59;34;6,480740698;3;1500;1;0;0;1
39;15;10,90871211;2;6100;1;0;0;0
43;17;12,56980509;1;2400;1;0;1;0
25;0;9,539392014;2;1800;2;1;0;0
36;9;7;2;1670;2;0;0;1
26;0;7,348469228;3;300;3;1;1;0
32;6;6,403124237;3;900;1;1;0;0
46;20;4,242640687;1;200;1;0;1;1
34;8;12,80624847;4;7400;3;0;1;0
46;20;10,86278049;1;5700;1;0;1;1
57;32;6,633249581;2;1900;2;0;0;0
61;35;8,94427191;4;1700;3;1;1;0
46;22;10,86278049;1;4700;1;0;0;1
58;28;9;1;3000;3;0;1;0
49;23;11;1;4900;1;0;1;0
36;12;6,480740698;1;1330;1;0;1;0
31;7;10,44030651;2;2000;2;0;0;1
36;12;9,433981132;2;2700;1;0;0;0
31;6;11,48912529;1;3800;1;0;1;0
44;20;12,28820573;1;3500;1;0;1;0
46;20;7,810249676;2;400;3;0;0;0
26;0;9,110433579;3;3900;2;0;1;0
45;20;7,416198487;1;300;1;0;1;1
51;26;7,874007874;1;1300;2;1;1;0
50;26;7,211102551;4;100;3;0;0;0
27;2;6,403124237;2;1700;2;0;1;0
56;30;5,385164807;4;1500;3;0;0;0
60;35;5,916079783;3;200;1;0;1;0
41;15;7,348469228;3;500;3;0;1;1
41;16;9,539392014;3;500;3;0;0;0
65;40;11,3137085;1;2500;1;1;1;0
58;32;13,82027496;4;5200;3;1;0;1
54;29;5;4;100;3;0;0;0
48;22;12,20655562;2;5500;2;0;1;0
40;15;8,660254038;4;1100;2;0;1;0
47;23;20567381,78;1;800;3;0;1;0
28;3;9,746794345;2;1800;2;0;0;0
65;41;7,416198487;2;1100;1;0;0;0
45;19;8,544003745;4;2900;1;0;0;0
45;19;4,358898944;3;500;2;0;1;0
35;9;4,582575695;2;1400;3;0;1;0
39;13;7,681145748;4;200;3;0;0;1
46;20;12,56980509;3;5400;1;0;0;1
52;28;2,828427125;1;300;1;0;1;0
